manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,product__arm_height,product__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product_styles
3116-038,084-355816643-5,72.75,17.00,48.00,32.00,True,538.50,718.00,False,Furniture,Sterling,Haiden Credenza,,2 Sliding Doors With Shelf Behind.,3 Drawers.,On-Trend Grey Finish On Natural Fir Wood.,,,,,,1,CHN,O-101836,,,,,,,Gray,,,,False,,Gothic Oak,,,,,,"Wood, Metal",,,False,,,,,,,,False,,,,,92.00,53.00,36.00,21.00,,,,,,,,,Transitional
3169-063,081-800803745-0,8.00,16.14,16.14,18.90,True,384.00,512.00,False,Seating,Dimond Home,Hair Apparent Stool,"On average, a person snuggles a Yeti exactly zero times during their lifespan. A shame; abominable, really. The Hair Apparent Genuine Mohair Stool gives you the super-fluffy-white-tickly-cuddlefest experience, but in a really chic way, so you’re not humiliated. Modish acrylic legs. Fashionable Hollywood Regency motif.",Modish Acrylic Legs.,Fashionable Hollywood Regency Motif.,Genuine Mohair Cushion.,Handcrafted.,,,,,1,CHN,O-101837,,,,,,,,,,,False,,White,,,,,,"Acrylic, Real Mohair, Wood",,,False,,,,,,,,False,,,,,13.00,19.00,22.00,19.00,,,,,,,,,Transitional
3169-070,084-355815717-4,10.34,15.35,15.35,18.70,True,288.00,384.00,False,Seating,Dimond Home,Hair Of Mystery Ottoman,,,,,,,,,,1,CHN,O-101838,,,,,,,,,,,False,,Natural Mo Hair in Grey,,,,,,"Acrylic, MDF, Velvet",,,False,,,,,,,,False,,,,,20.00,17.00,18.00,8.00,,,,,,,,,Modern / Contemporary
1221-002,084-355815755-6,24.30,24.02,25.00,30.71,True,1273.50,1698.00,False,Seating,Dimond Home,Hair To The Throne Chair,,,,,,,,,,1,CHN,O-101839,,,,,,,,,,,False,,"Stainless Steel, Natural White Sheepskin",,,False,,,"STAINLESS STEEL, REAL SHEEPSKIN",,,False,,,,,,,,False,,,,,,29.00,34.00,27.00,,,,,,,,,Modern / Contemporary
D3083,074-811910663-2,2.10,14.50,14.50,25.75,True,93.00,167.40,False,Indoor Lighting,Dimond Lighting,Halakahiki Table Lamp,,Handcrafted,,,,,,,,1,CHN,O-101840,,,,,No,A21 3-Way,,,,,False,,"Antique Silver Mercury, Pewter",,False,False,,,"Glass, Metal, Faux Silk",1,,False,,,,,Grey Faux Silk Fabric Shade Silver Fabric Liner,,3-Way,True,,150,,,7.00,57.50,53.00,28.50,,,,,,,,,Traditional
1170-035,081-800804359-8,130.00,19.00,72.00,34.50,True,961.50,1282.00,False,Furniture,Sterling,Half Moon Bay Reclaimed Grey Mdf With Solid Wood Veneer 4-Door Credenza,"For a contemporary piece with farmhouse warmth, look to the Half Moon Bay Sideboard. Modish lines are softened by a barn-style façade and a smoky Textured Grey motif. Generously scaled, with push-close hardware and adjustable shelves. Ideal for a Coastal, Modern, or Farmhouse-themed gathering space.",Excellent Design Range.,,,,,,,,1,CHN,O-101841,,,,,,,Gray,,,,False,,Reclaimed Grey Veneer,,,,,,"MDF, Solid Wood, Veneer",,,False,,,,,,,,False,,,,,186.00,77.00,39.00,23.00,,,,,,,,,Transitional
714002,080-432310332-1,,30.00,60.00,30.00,True,793.50,1058.00,False,Furniture,Guildmaster,Half Round Drop Leaf Desk,"Inspired by a 1920’s design, this drop-leaf desk embodies a fresh approach to the charm of a by-gone era. Top finished in Heritage Grey Stain with Whitewash and legs finished in Rusted Metal Black.",Hand Painted,,,,,,,,1,IDN,O-101842,,,,,,,,,,,False,,"Heritage Grey Stain, Whitewash, Whitewash",,,,,,"MDF, Mirror, Poplar",,,False,,,,,,,,False,,,,,130.00,35.00,64.00,15.00,,,,,,,,,Traditional
D2505-HUE-B,083-033502625-9,8.00,15.00,15.00,27.00,True,250.50,334.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Table Lamp In Sunshine Yellow - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-101843,,,,,Yes,A19 LED,Yellow,66,,Philips Friends of Hue,False,,Sunshine Yellow,,False,False,,,Ceramic,1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2505-HUE-D,083-033502995-3,8.00,15.00,15.00,27.00,True,210.00,280.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Table Lamp In Sunshine Yellow - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-101843,,,,,Yes,A19 LED,Yellow,66,,Philips Friends of Hue,False,,Sunshine Yellow,,False,False,,,Ceramic,1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2505-LED,074-811906353-9,8.00,15.00,15.00,27.00,True,157.50,210.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Led Table Lamp In Sunshine Yellow,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101843,,,,,Yes,A21 LED 3-Way,,66,,,False,,Sunshine Yellow,,False,False,,,Ceramic,1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,9.5,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2512-HUE-B,083-033502627-3,9.00,15.00,15.00,27.00,True,258.00,344.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Table Lamp In Tangerine Orange - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-101843,,,,,Yes,A19 LED,Silver,66,,Philips Friends of Hue,False,,"Polished Nickel, Tangerine Orange",,False,False,,,"Ceramic, Metal",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2512-HUE-D,083-033502997-7,9.00,15.00,15.00,27.00,True,217.50,290.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Table Lamp In Tangerine Orange - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-101843,,,,,Yes,A19 LED,Silver,66,,Philips Friends of Hue,False,,"Polished Nickel, Tangerine Orange",,False,False,,,"Ceramic, Metal",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2512-LED,074-811906359-1,9.00,15.00,15.00,27.00,True,165.00,220.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Led Table Lamp In Tangerine Orange,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101843,,,,,Yes,A21 LED 3-Way,,66,,,False,,"Polished Nickel, Tangerine Orange",,False,False,,,"Ceramic, Metal",1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,9.5,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2524-HUE-B,083-033502630-3,8.00,15.00,15.00,27.00,True,250.50,334.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Table Lamp In Navy Blue - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-101843,,,,,Yes,A19 LED,Black,66,,Philips Friends of Hue,False,,"Black Nickel, Navy Blue",,False,False,,,"Glass, Metal",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2524-HUE-D,083-033502999-1,8.00,15.00,15.00,27.00,True,210.00,280.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Table Lamp In Navy Blue - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-101843,,,,,Yes,A19 LED,Black,66,,Philips Friends of Hue,False,,"Black Nickel, Navy Blue",,False,False,,,"Glass, Metal",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
D2524-LED,074-811906369-0,8.00,15.00,15.00,27.00,True,157.50,210.00,False,Indoor Lighting,Dimond Lighting,Halisham Ceramic Led Table Lamp In Navy Blue,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101843,,,,,Yes,A21 LED 3-Way,,66,,,False,,"Black Nickel, Navy Blue",,False,False,,,"Glass, Metal",1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,9.5,,,11.00,25.00,23.00,11.00,,,,,,,,,Transitional
351-10557,084-355816100-3,10.82,13.80,13.80,22.90,True,159.00,212.00,False,Furniture,Sterling,Halter Gold Plated Metal Accent Table With Genuine White Marble Top,"New-Century Modern designs combine maximum showmanship with timeless elegance. For a Jazz Age look with contemporary flair, the Halter Accent Table pairs sharp geometric metalwork with a cool white marble surface. A lavish Plated Gold finish feels updated and glamorous.",Pairs Sharp Geometric Metalwork With A Cool White Marble Surface.,A Lavish Plated Gold Finish Feels Updated And Glamorous.,Glamorous Jazz Age Look With Contemporary Flair.,,,,,,1,CHN,O-101844,,,,,,,Gold,,,,False,,"Gold, White",,,,,,"Metal, Poplar",,,False,,,,,,,,False,,,,,14.02,15.76,24.43,14.18,,,,,,,,,Modern / Contemporary
D1837,074-811902171-3,2.00,12.00,12.00,19.00,True,90.00,120.00,False,Indoor Lighting,Dimond Lighting,Hamilton Antique Brass Desk Lamp,,,,,,,,,,1,CHN,O-101845,,,,,No,A19,,66,,,False,,Antique Brass,,False,False,,,Steel,1,,False,,,,,Matching Metal Shade,,Line Switch,True,,60,,,4.00,11.00,20.00,8.00,,,,,,,,,Traditional
D2254,074-811903222-1,15.00,25.00,25.00,70.00,True,567.00,756.00,False,Indoor Lighting,Dimond Lighting,Hamlin Adjustable Floor Lamp In Antique Brass 65101-1,,,,,,,,,,1,CHN,O-101846,,,,,No,A21 3-Way,,72,,,False,,Antique Brass,,False,,,,Metal,1,,False,,,,,Metal Shade In Antique Brass,,3-Way Foot Switch,True,,100,,,17.00,38.00,11.00,18.00,,,,,,,,,Transitional
D2254-LED,074-811906069-9,15.00,25.00,25.00,70.00,True,582.00,776.00,False,Indoor Lighting,Dimond Lighting,Hamlin Adjustable Floor Lamp In Antique Brass With Led Bulb,,,,,,,,,,1,CHN,O-101846,,,,,Yes,A21 LED 3-Way,,72,,,False,,Antique Brass,,False,False,,,Metal,1,,False,,,,,Metal Shade In Antique Brass,,3-Way Foot Switch,True,,9.5,,,17.00,38.00,11.00,18.00,,,,,,,,,Transitional
D2252,074-811903221-4,7.00,19.00,19.00,32.00,True,259.50,346.00,False,Indoor Lighting,Dimond Lighting,Hamlin Adjustable Table Lamp In Antique Brass 65100-1,,,,,,,,,,1,CHN,O-101846,,,,,No,A21 3-Way,,66,,,False,,Antique Brass,,False,,,,Metal,1,,False,,,,,Matching Metal Shade In Antique Brass,,3-Way Line Switch,True,,100,,,22.00,35.00,12.00,16.00,,,,,,,,,Transitional
D124,074-811903585-7,13.00,12.00,12.00,21.50,True,93.00,124.00,False,Indoor Lighting,Dimond Lighting,Hammered Chrome Plated Table Lamp With Grey Faux Silk Shade,,,,,,,,,,1,CHN,O-101847,,,,,No,A19,,66,,,False,,Chrome,,False,False,,,"Ceramic, Metal",1,,False,,,,,Grey Faux Silk Hardback Shade,,On-Off Socket,True,,60,,,15.00,13.00,19.00,13.00,,,,,,,,,Transitional
D124-LED,074-811908079-6,13.00,12.00,12.00,21.50,True,108.00,144.00,False,Indoor Lighting,Dimond Lighting,Hammered Chrome Plated Led Table Lamp With Grey Faux Silk Shade,"This Lamp Is Part Of A Collection That Is Relaxed, Comfortable And Pure With A Focus On Light Color And Metallics. Tonal Whites, Neutrals, Soft Gold, Silver And Copper Hues Dominate This Sensibility. The Collection Also Makes Use Of Interesting Textures,","Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101847,,,,,Yes,LED,,66,,,False,,Chrome,,False,False,,,"Ceramic, Metal",1,,False,,,,,Grey Faux Silk Hardback Shade,,On-Off Socket,True,,9.5,,,15.00,13.00,19.00,13.00,,,,,,,,,Transitional
8983-025,081-800802339-2,3.10,5.00,5.00,9.00,True,202.50,270.00,False,Indoor Lighting,Dimond Lighting,Hammered Glass Pendant Cluster,,,,,,,,,,1,IND,O-101848,,,,,No,A21 3-Way,,,,,False,,Clear,,False,False,,,Glass,1,,False,,,,,Clear Hammered Glass Shades,,3-Way,True,,40,,,5.20,15.00,15.00,13.80,,,,,,,,,Transitional
D2619-HUE-B,083-033502657-0,1.50,15.00,15.00,27.00,True,189.00,252.00,False,Indoor Lighting,Dimond Lighting,Hammered Glass Table Lamp In Blue With Pure White Linen Shade - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-101849,,,,,Yes,A19 LED,Blue,66,,Philips Friends of Hue,False,,Blue,,False,False,,,Glass,1,,False,,,,,Pure White Linen Hardback Shade,,Hue,True,,60,,,2.40,16.50,18.00,16.50,,,,,,,,,Transitional
D2619-HUE-D,083-033503020-1,1.50,15.00,15.00,27.00,True,148.50,198.00,False,Indoor Lighting,Dimond Lighting,Hammered Glass Table Lamp In Blue With Pure White Linen Shade - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-101849,,,,,Yes,A19 LED,Blue,66,,Philips Friends of Hue,False,,Blue,,False,False,,,Glass,1,,False,,,,,Pure White Linen Hardback Shade,,Hue,True,,60,,,2.40,16.50,18.00,16.50,,,,,,,,,Transitional
D2619-LED,074-811908051-2,1.50,15.00,15.00,27.00,True,96.00,128.00,False,Indoor Lighting,Dimond Lighting,Hammered Glass Led Table Lamp In Blue With Pure White Linen Shade,"Relaxed In Tone And Form, This Piece Of Mouth Blown Hammered Glass Is Hot Sprayed In A Striking Blue. It Is Finished With A Textured Woven Linen Shade In Crisp White.","Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101849,,,,,Yes,A21 LED 3-Way,,66,,,False,,Blue,,False,False,,,Glass,1,,False,,,,,Pure White Linen Hardback Shade,,3-Way,True,,9.5,,,2.40,16.50,18.00,16.50,,,,,,,,,Transitional
D2689,074-811907366-8,2.90,16.50,16.50,26.00,True,159.00,212.00,False,Indoor Lighting,Dimond Lighting,Hammered Glass Table Lamp In Seabreeze Finish,,,,,,,,,,1,CHN,O-101849,,,,,No,A19,,66,,,False,,Seabreeze,,False,False,,,Glass,2,,False,,,,,White Linen Hardback Shade,,Double Pull Chain,True,,60,,,4.00,18.00,24.00,18.00,,,,,,,,,Transitional
D2776,074-811909311-6,5.70,15.00,15.00,31.00,True,83.00,149.40,False,Indoor Lighting,Dimond Lighting,Hammered Grey Glass Lamp,,,,,,,,,,1,CHN,O-101850,,,,,No,A21 3-Way,,66,,,False,,Grey Smoke,,False,False,,,Glass,1,,False,,,,,"Sand Colored Linen Square Hardback Shade With 1"" Flat Trim And White Liner",,3-Way,True,,100,,,10.20,16.50,21.00,16.50,,,,,,,,,Transitional
D2776-LED,074-811909460-1,5.70,15.00,15.00,31.00,True,93.00,167.40,False,Indoor Lighting,Dimond Lighting,Hammered Grey Glass Led Lamp,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-101850,,,,,Yes,A21 LED 3-Way,,66,,,False,,Grey Smoke,,False,False,,,Glass,1,,False,,,,,"Sand Colored Linen Square Hardback Shade With 1"" Flat Trim And White Liner",,3-Way,True,,9.5,,,10.20,16.50,21.00,16.50,,,,,,,,,Transitional
3200-023/S2,084-355813888-3,7.30,17.00,17.00,7.00,True,108.00,144.00,False,Decorative Accessory,Dimond Home,Hammered Metal Bowls,"Urbanness: It's that magic thing that happens when we try to think about a sewer grate, a beehive, and a re-purposed seatbelt all at the same time. Introducing our very urban Hammered Metal Bowls: Like a pair of furnaces in a citified foundry, this cooly industrialesque duo, with their geodesic-like dimples and sophisticated Espresso-Gold color story, instantly add street cred to any design space. Pair them with a table made from recycled tires and a photobook on International Architecture.",,,,,,,,,2,CHN,O-101851,,,,,,,,,,,False,,"Dark Bronze, Gold Leaf",,,,,,Metal,,,False,,,,,,,,False,,,,,8.50,17.30,17.30,7.50,,,,,,,,,Transitional
346017,087-582300595-8,1.00,10.00,10.00,8.00,True,61.50,82.00,False,Decorative Accessory,Dimond Home,Hammered Nickel And Brass Bowl - Small,,Decorative Use Only,Handcrafted,,,,,,,1,IND,O-101852,,,,,,,,,,,False,,Silver,,,,,,Nickel-Plated Brass,,,False,,,,,,Small,,False,,,,,2.00,12.00,12.00,8.00,,,,,,,,,Transitional
346018,087-582300537-8,2.00,13.00,13.00,9.00,True,84.00,112.00,False,Decorative Accessory,Dimond Home,Hammered Nickel And Brass Bowl - Large,,For Decorative Use Only,Handcrafted,,,,,,,1,IND,O-101852,,,,,,,,,,,False,,Silver,,,,,,Nickel-Plated Brass,,,False,,,,,,Large,,False,,,,,2.65,12.00,12.00,9.00,,,,,,,,,Transitional
7011-100,081-800802494-8,14.50,20.00,20.00,26.00,True,148.50,198.00,False,Furniture,Sterling,Hamptons Side Table In Waterfront Grey Stain With White Wash,"Every truly tasteful design space benefits from the presence of a refined piece of furniture; whether as a sophisticated complement to a contemporary decor, or as an integral part of a broader classical motif. Introducing our Hamptons Collection Solid Mahogany Side Table: Sophisticated but sturdy silhouette. Delightfully tapered pedestal with handsomely appointed base. Extremely elegant Heritage Grey Whitewash finish. Imagine adorning it with a gorgeous frame, a steaming carafe of Orange Pekoe, and a cluster of fragrant White Gardenias.",,,,,,,,,1,IDN,O-101853,,,,,,,,,,,False,,"Waterfront Grey Stain, Whitewash",,,,,,Solid Mahogany,,,False,,,,,,,,False,,,,,19.00,21.00,26.00,10.00,,,,,,,,,Traditional
