creation_date,manufacturer_sku,ean13,weight,length,width,height,prop__65,cost_price,min_price,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__bullets__7,product__bullets__8,product__bullets__9,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,attrib__arm_height,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__design_id,attrib__designer,attrib__finish,attrib__kit,attrib__material,attrib__number_bulbs,attrib__outdoor_safe,attrib__pile_height,attrib__seat_height,attrib__seat_width,attrib__switch_type,attrib__ul_certified,attrib__wattage,attrib__weight_capacity,product__styles,boxes__0__width,boxes__0__length,boxes__0__height,boxes__0__weight,boxes__1__width,boxes__1__length,boxes__1__height,boxes__1__weight,boxes__2__width,boxes__2__length,boxes__2__height,boxes__2__weight,multi__piece__0__length,multi__piece__0__width,multi__piece__0__height,multi__piece__1__length,multi__piece__1__width,multi__piece__1__height,multi__piece__2__length,multi__piece__2__width,multi__piece__2__height,multi__piece__3__length,multi__piece__3__width,multi__piece__3__height,lamp__base__length,lamp__base__width,lamp__base__height,backplate__canopy__length,backplate__canopy__width,backplate__canopy__height,drawer__interior__0__length,drawer__interior__0__width,drawer__interior__0__height,drawer__interior__1__length,drawer__interior__1__width,drawer__interior__1__height,drawer__interior__2__length,drawer__interior__2__width,drawer__interior__2__height
2018-10-04T00:00:00.000000,3212-1038/S2,081-800804533-2,3.40,5.00,7.00,16.00,true,97.50,130.00,Decorative Accessory,Dimond Home,Moai Quarry Decorative Sculpture I,,,,,,,,,,,,Grey,1,CHN,D-3048078,,false,,Gray,,,,Grey,,Composite,0,false,,,,,false,,,Retro Eclectic,8.00,19.00,19.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-04T00:00:00.000000,3212-1040,084-355816645-9,2.40,10.00,10.00,12.00,true,58.50,78.00,Decorative Accessory,Sterling,Staccato Decorative Gumball,,Durian fruit in grey finish.,10-inch diameter.,,,,,,,,,Grey,1,CHN,S-9068078,,false,,Gray,,,,Grey,,Composite,0,false,,,,,false,,,Modern Farmhouse Country / Cottage,14.00,14.00,17.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-04T00:00:00.000000,3212-1041,081-800804534-9,1.30,16.00,23.00,13.00,true,298.50,398.00,Decorative Accessory,Dimond Home,Scooch Decorative Turtle,,,,,,,,,,,,Antique Gold,1,CHN,D-3048078,,false,,Gold,,,,Antique Gold,,Composite,0,false,,,,,false,,,Coastal Nature-Inspired / Organic,14.00,19.00,17.00,11.00,,,,,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3213-1001,084-355815562-0,19.80,3.54,32.08,32.08,true,178.50,238.00,Wall Decor,Sterling,Haute Tin Roof Wall Mirror,,,,,,,,,,,,Rusted Grey,1,CHN,S-9062860,,false,,,,,,Rusted Grey,,METAL FRAME,0,false,,,,,false,,,Modern Farmhouse Rustic,5.52,34.67,35.07,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3213-1005,084-355815564-4,19.36,1.57,40.55,40.55,true,190.50,254.00,Wall Decor,Sterling,Neo Tondo Wall Mirror,,,,,,,,,,,,Aged Pewter,1,CHN,S-9062860,,false,,,,,,Aged Pewter,,METAL FRAME,0,false,,,,,false,,,Modern Farmhouse Rustic,4.73,48.07,48.46,25.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3214-1000,084-355815545-3,9.50,3.00,28.00,28.00,true,142.50,190.00,Wall Decor,Sterling,Escapement Wall Decor,,,,,,,,,,,,Dark Pewter,1,CHN,S-9062860,,false,,,,,,Dark Pewter,,METAL FRAME,0,false,,,,,false,,,Urban Rustic,5.52,34.67,35.07,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3214-1001,084-355815546-0,6.00,3.00,30.00,13.00,true,127.50,170.00,Wall Decor,Sterling,Age Of Progress Wall Clock,,,,,,,,,,,,Dark Pewter,1,CHN,S-9062860,,false,,,,,,Dark Pewter,,DARK PEWTER,0,false,,,,,false,,,Urban Modern Farmhouse,4.73,48.07,48.46,25.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3214-1003,084-355815547-7,14.00,3.00,22.00,39.00,true,133.50,178.00,Wall Decor,Sterling,Near North Wall Clock,,,,,,,,,,,,Bronze,1,CHN,S-9062860,,false,,,,,,"Bronze, Wood Tone",,"METAL, WOOD",0,false,,,,,false,,,Urban Modern Farmhouse,5.00,24.50,41.00,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3214-1008,084-355815549-1,28.00,7.00,36.00,49.00,true,432.00,576.00,Wall Decor,Sterling,Picpus Clock,,,,,,,,,,,,Dark Rust,1,CHN,S-9062860,,false,,,,,,"Dark Rust, Pewter, Burlap",,"METAL, BURLAP",0,false,,,,,false,,,Urban Modern Farmhouse,9.50,38.50,51.50,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3214-1011,084-355816073-0,15.80,2.25,30.25,36.50,true,118.50,158.00,Wall Decor,Sterling,King Street Gate Wall Clock,,French pocket watch design,Roman numerals,Black and white palette,,,,,,,,Silver,1,CHN,S-9062860,,false,,Silver,,,,"Silver, Black",,"PU, Rubber Solid Wood",0,false,,,,,false,,,Urban Modern Farmhouse,5.00,33.00,39.00,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
